ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00060841,Central Texas Veterans Health Care System Waco VA Medical Center,1419,346,346,4
INS00060864,The Belvedere Center,150,139,150,2
INS00060865,Carmel Richmond Healthcare and Rehabilitation Center,300,297,300,3
INS00060866,Kateri Residence,520,510,520,6
INS00060867,"Mary Manning Walsh Nursing Home Corporation, INC",362,358,362,4
INS00060868,ArchCare at Saint Teresas Nursing and Rehabilitation Center,98,97,98,1
INS00060870,The Childrens Hospital at The Medical Center of Central Georgia,93,25,35,1
INS00060900,Provena Cor Mariae Center,73,65,73,1
INS00060903,Provena Saint Joseph Center,120,105,120,2
INS00060905,Provena Villa Franciscan,176,160,176,2
INS00060964,Saint Benedicts Senior Community Saint Cloud,222,210,222,3
INS00060990,The Cottages at Brushy Creek,144,110,144,2
INS00060991,Roger C Peace Rehabilitation Hospital,53,40,53,1
INS00060998,Golden LivingCenter Watertown,51,49,51,1
INS00061035,Hillsdale County Medical Care Facility,170,165,170,2
INS00061046,"DuBois Continuum Of Care Community, Inc",140,138,140,2
INS00061066,New Mexico Behavioral Health Institute,176,158,176,2
INS00061086,Boswell Parker Health and Rehabilitation,29,25,29,1
INS00061090,Sub-Acute Saratoga Childrens Hospital,38,36,38,1
INS00061091,North Texas State Hospital,360,330,345,4
INS00061101,Searcy Hospital,260,260,260,3
INS00061139,Anaheim General Hospital Buena Park Sub Acute Unit,31,25,25,1
INS00061157,HealthBridge Childrens Hospital,27,24,27,1
INS00061179,New York-Presbyterian Hospital Westchester Division,257,251,257,3
INS00061228,Acadia Saint Landry Guest Home Resident,152,120,152,2
INS00061274,Sturgis Regional Senior Care,79,79,79,1
INS00061312,Goodwin House,80,76,80,1
INS00061318,North Central Health Care Wausau,16,12,16,1
INS00061424,Saint Francis Specialty Hospital,32,29,32,1
INS00061436,"Castle Ridge Care Center, Inc",60,58,60,1
INS00061471,Central Louisiana State Hospital,196,60,60,1
INS00061501,Golden Age of Welsh,100,98,100,1
INS00061529,Specialty Hospital of Lorain,30,27,30,1
INS00061618,Lockney Health and Rehabilitation Center,52,34,52,1
INS00061645,Pennsylvania Soldiers and Sailors Home,107,107,107,2
INS00061685,"CHG Corner Hospital of Houston, LP",149,75,149,1
INS00061686,Life Care Center of Carrollton,120,60,120,1
INS00061708,Transitional Care Unit of Meadville Medical Center,32,24,32,1
INS00061729,Ardmore Veterans Center,175,170,175,2
INS00061733,Cambridge Manor Nursing Home,34,32,34,1
INS00061823,Kindred Hospital Delaware County,39,39,39,1
INS00061853,Grove Nursing Center,133,84,133,1
INS00061906,Fallbrook Hospital Skilled Nursing Facility,93,64,64,1
INS00061949,Idaho State Veterans Home,66,60,66,1
INS00061968,Highland Park Care Center,144,120,144,2
INS00061976,University Medical Center McFarland Campus,14,12,12,1
INS00062027,"Alexandria Care Center, LLC",177,165,177,2
INS00062119,Care Center of DeQuincy,80,65,80,1
INS00062139,Golden LivingCenter Hopkins,138,133,135,2
INS00062284,Helen Bernardy Center for Medically Fragile Children,59,49,59,1
INS00062289,Life Care Center of Reno,198,186,198,2
INS00062291,Elgin Mental Health Center,394,394,394,4
INS00062321,Fayette Caring Center,60,40,60,1
INS00062380,Saint James Place Nursing Care Center,90,74,90,1
INS00062417,Mahoning Valley Hospital Boardman Campus,28,20,28,1
INS00062441,Hopewell Healthcare and Rehabilitation Center,130,122,130,2
INS00062463,John J Kane Regional Center McKeesport,360,319,360,4
INS00062544,Virginia Veteran Care Center,180,169,180,2
INS00062554,John J Kane Regional Center Scott Township,314,300,314,3
INS00062579,Saint Vincents Hospital Westchester,138,138,138,2
INS00062677,Extended Care Hospital of Riverside,99,87,99,1
INS00062723,Good Samaritan Health Care Center,105,100,105,1
INS00062785,Spring Branch Transitional Care Center,198,140,198,2
INS00062790,Oklahoma Department of Veterans Affairs Clinton Division,148,147,148,2
INS00062828,Childrens Recovery Center,26,25,26,1
INS00062911,Marian Extended Care Center,95,83,95,1
INS00062924,Philip Healthcare,30,29,30,1
INS00063002,Perry Oaks Nursing and Rehabilitation Center,156,80,156,1
INS00063104,Saint Johns Campus Shannon Hospital,28,18,22,1
INS00063125,John Manchin Senior Healthcare Center,41,41,41,1
INS00063167,San Jacinto Methodist Hospital Skilled Nursing Facility Alexander Campus,30,27,30,1
INS00063226,Crystal Bluffs Rehabilitation and Healthcare Center,92,80,92,1
INS00063465,Doctors Lake of Healthcare,120,120,120,2
INS00063524,Riverview Manor,87,75,87,1
INS00063540,Mount Baker Care Center,70,66,66,1
INS00063607,Pinnacle Rehabilitation and Health Center,151,142,151,2
INS00063773,Scottdale Manor Rehabilitation Center,35,32,35,1
INS00063791,Community Health and Rehabilitation Center,120,115,120,2
INS00063809,Inglis Foundation,297,296,297,3
INS00063829,Saint Marys dYouville Pavilion,210,200,210,2
INS00063857,E Dene Moore Care Center,57,46,57,1
INS00063886,LGAR Health and Rehabilitation Center,120,115,120,2
INS00063920,Sylmar Health and Rehabilitation Center,208,205,208,3
INS00063923,Rockledge Health and Rehabilitation Center,104,96,104,1
INS00063944,Coldwater Manor Nursing Home,42,30,42,1
INS00064004,Marietta Care and Rehabilitation Center,150,140,150,2
INS00064025,The Pavilions at Forrestal,180,140,180,2
INS00064027,Forest View Care and Rehabilitation Center,100,80,100,1
INS00064173,Dyer Nursing and Rehabilitation Center,151,145,151,2
INS00064562,Garden Terrace of Houston,120,84,84,1
INS00064652,South Mountain Healthcare and Rehabilitation Center,195,195,195,2
INS00064728,Berkshire Nursing and Rehabilitation Center,232,137,232,2
INS00064730,Country Villa Quincy Healthcare Center,57,50,57,1
INS00064751,Sylvia G Thompson Residence Center,120,120,120,2
INS00064787,Palms Rehabilitation and Healthcare Center,120,119,120,2
INS00064816,Crystal River Nursing and Rehabilitation Center,74,70,74,1
INS00064893,Memorial Hermann Behavioral Health Center,100,45,50,1
INS00064926,Forrest Oakes Healthcare Center,60,53,60,1
INS00065111,Rivington Health,206,190,206,2
INS00065147,Good Samaritan Society Florida Lutheran,60,55,60,1
INS00065167,Wingate at Belvidere,115,110,115,2
INS00065256,Wesley Healthcare Center,69,58,69,1
INS00065289,Lexington Health Care Center of Lake Zurich,203,192,203,2
INS00065467,Consulate Health Care of Pensacola,120,116,120,2
INS00065530,South Haven Nursing and Rehabilitation Community,88,59,76,1
INS00065587,Heritage Hall Brookneal,60,55,60,1
INS00065621,Bravo Care of Peoria,120,90,120,1
INS00065633,Wilkins Nursing Center,108,106,108,2
INS00065647,Laurel Lake Center for Health and Rehabilitation,88,84,88,1
INS00065694,Helia Healthcare of Greenville,90,50,90,1
INS00065761,Windsor House at Doylestown Health Care Center,100,90,100,1
INS00065767,Heritage Hall Virginia Beach,90,85,90,1
INS00065776,Mount Si Transitional Health Center,64,40,40,1
INS00065783,ManorCare Health Services South Holland,200,168,200,2
INS00065890,Ida Culver House Broadview,74,70,74,1
INS00066130,The Villa at Windsor Park,240,189,190,2
INS00066168,Columns Rehabilitation and Retirement Center,140,70,140,1
INS00066169,Highlander Rehabilitation and Nursing Center,176,170,176,2
INS00066248,Wingate at South Hadley,132,111,132,2
INS00066283,Falling Water Healthcare Center,135,125,125,2
INS00066316,Seattle Medical and Rehabilitation Center,103,92,103,1
INS00066322,Joplin Number 10,120,80,120,1
INS00066520,ManorCare Health Services Tice Valley,120,115,120,2
INS00066562,Roan Highlands Nursing Center,80,78,80,1
INS00066731,"Sumter Health and Rehabilitation, LLC",113,105,113,2
INS00066817,Hunters Creek Nursing and Rehabilitation,116,112,116,2
INS00066823,Saint Vincent Healthcare,78,65,78,1
INS00066903,Rudwick Manor Special Care Center,149,135,149,2
INS00066973,Quality Care Center of Memphis,48,40,48,1
INS00067130,Whispering Oaks Manor,78,64,64,1
INS00067207,Kindred HealthCare Center of Mobile,170,121,170,2
INS00067249,Saint Annes Nursing Center,220,212,220,3
INS00067350,"Royal Spring Healthcare and Rehab, Inc",225,185,225,2
INS00067384,Rivers Edge Nursing and Rehabilitation,120,109,120,2
INS00067533,"Northport Health Services of Missouri, LLC",90,81,90,1
INS00067540,"Regency Heights of Norwich, LLC",119,112,119,2
INS00067550,Nursing and Rehabilitation Center at Good Shepherd,120,96,120,1
INS00067664,UniHealth Post Acute Care of Durham,125,108,125,2
INS00067688,Portage Path Behavioral Health Psychiatric Emergency Services,16,5,16,1
INS00067691,"The Patriot A Choice Community,Inc",100,87,100,1
INS00067739,Woodcrest Nursing Home,143,120,143,2
INS00067871,"Saint Francis Manor, Inc",118,80,118,1
INS00067986,"Mennonite Brethren Homes, Inc",120,116,120,2
INS00068063,Broadway Care Center of Maple Heights,100,86,100,1
INS00068072,"Clove Lakes Healthcare and Rehabilitation Center, Inc",576,562,576,6
INS00068229,Marian Manor,154,146,154,2
INS00068296,Windsor Gardens of Golden Hills,99,90,90,1
INS00068310,Rosewood Rehabilitation and Care Center,100,89,100,1
INS00068323,Magnolia Manor of Inman,176,175,176,2
INS00068432,ManorCare Health Services Wilmette,80,71,80,1
INS00068554,Kissito Health Care Hondo,90,54,90,1
INS00068839,Glen Meadows,85,79,85,1
INS00068976,Woodstock Nursing and Rehabilitation Center,171,133,163,2
INS00069193,Putnam Nursing and Rehabilitation Center,160,140,160,2
INS00069273,Beckett House at New Concord,99,90,99,1
INS00069285,Hillmont Psychiatric Center,43,30,43,1
INS00069289,Hebrew Hospital Home of Westchester,160,148,160,2
INS00069346,"Texan Nursing and Rehab of Victoria West, LLC",158,120,158,2
INS00069358,Governors House Care and Rehabilitation Center,73,65,73,1
INS00069382,Wilmed Generations,90,83,83,1
INS00069468,Hossana Health and Rehab of Piedmont,88,88,88,1
INS00069484,Life Care Center of Leominster,133,126,133,2
INS00069514,The MonteVista at Coronado,75,60,75,1
INS00069531,Life Care Center of Orlando,120,112,120,2
INS00069633,Elkhart Rehabilitation Center,65,63,65,1
INS00069766,Broomall Rehabilitation and Nursing Center,298,295,298,3
INS00069862,Allendale Nursing and Rehabilitation Community,60,53,60,1
INS00069909,ManorCare Health Services Sunnyvale,139,130,139,2
INS00069923,Riverside Nursing and Rehabilitation Center,91,88,91,1
INS00069966,ManorCare Health Services Highland Park,215,117,215,2
INS00070079,"Landsun Homes, Inc",105,96,105,1
INS00070117,Senior Citizens Home,60,55,60,1
INS00070126,Brighton Gardens of Bellaire,46,39,46,1
INS00070184,Jerseyville Manor,160,130,160,2
INS00070340,Hialeah Shores Nursing and Rehabilitation Center,107,88,107,1
INS00070407,Hales Corners Care Center,62,59,62,1
INS00070472,PA Peterson Center for Health,129,116,129,2
INS00070711,Clearwater Health and Rehabilitation,60,52,60,1
INS00070803,Glenwood Care and Rehabilitation Center,96,94,96,1
INS00070859,Raceland Manor Nursing Home,102,80,102,1
INS00070860,Vacaville Convalescence and Rehabilitation Center,120,101,120,2
INS00070907,Woodcrest at Blakeford,83,77,83,1
INS00070938,John George Psychiatric Pavilion,80,69,69,1
INS00071627,Country Villa Pavilion Healthcare Center,59,47,47,1
INS00071660,Almaden Health and Rehabilitation Center,77,77,77,1
INS00071721,Levering Regional Health Care Center,120,108,120,2
INS00071798,"Northport Health Services of Missouri, LLC",90,54,90,1
INS00071874,"Inola Health Care Center, Inc",65,52,65,1
INS00071885,Life Care Center of Kennewick,124,94,124,1
INS00071916,Soddy Daisy Health Care,120,117,120,2
INS00071935,Southaven Nursing Center,200,185,185,2
INS00072040,Kane Glen Hazel Nursing Center,210,193,210,2
INS00072128,Life House Parkview Health Care Center,184,136,184,2
INS00072433,Peak Resources of Gastonia,120,110,120,2
INS00072686,Cottage Grove Place,52,45,52,1
INS00072803,Lake Bennett House and Rehabilitation Center,120,117,120,2
INS00072963,Citizens Care and Rehabilitation Center,170,140,145,2
INS00073142,Prestonsburg Health Care Center,56,48,56,1
INS00073143,Rickman Nursing Care Center,80,77,80,1
INS00073235,Lady Lake Specialty Care,145,140,145,2
INS00073374,"Nucorp Health Associates, Inc",225,205,225,3
INS00073417,"Post Acute Medical, LLC",26,25,26,1
INS00073425,Miami Jewish Health Systems,463,420,463,5
INS00073432,Childrens Hospital of Richmond Transitional Care Unit,46,38,46,1
INS00073455,Henry Ford Macomb Hospital,85,84,85,1
INS00073475,Golden Ours Convalescent Home,50,40,50,1
INS00073481,Central Arkansas Veterans Healthcare System,152,99,152,1
INS00073496,Menlo Park Division of Palo Alto Health Care System,180,140,180,2
INS00073575,Martin Nursing and Restorative Care Center,120,109,120,2
INS00073617,Holly Hill House,200,102,200,2
INS00073618,D J Jacobetti Home for Veterans,184,180,184,2
INS00073620,"Encore Communities, Inc",47,44,47,1
INS00073622,Oklahoma Veterans Center Sulphur Division,122,122,122,2
INS00073623,Grand River Health Care,60,38,60,1
INS00073652,Key West HMA,15,10,15,1
INS00073970,LTAC Hospital at Denham Springs,59,50,59,1
INS00073978,Harbor Oaks Hospital,64,49,64,1
INS00073979,Runnells Specialized Hospital of Union County,300,280,300,3
INS00073980,Bournewood Hospital,90,80,90,1
INS00073981,Brynn Marr Hospital,99,90,99,1
INS00073983,Taylor Hardin Secure Medical Facility,115,115,115,2
INS00073985,Saint Josephs Behavioral Health Center,35,31,35,1
INS00073987,Community Addiction Recovery Enterprise,48,38,48,1
INS00073989,Yale New Haven Psychiatric Hospital,73,73,73,1
INS00073992,"Pathways of Tennessee, Inc",24,20,24,1
INS00073993,Extended Care of Southwest Louisiana,29,16,21,1
INS00073994,Centennial Peaks Hospital,72,50,65,1
INS00073995,Walter B Jones Alcohol and Drug Abuse Treatment Center,80,75,80,1
INS00073997,Lakeview Specialty Hospital and Rehabilitation Center,39,32,39,1
INS00073998,Summit Behavioral Healthcare,280,270,280,3
INS00074000,Safe Haven Care Center of Pocatello,84,68,84,1
INS00074001,Vermont State Hospital,54,50,54,1
INS00074002,Ramapo Ridge Psychiatric Hospital,58,46,58,1
INS00074003,Saint Peter Regional Treatment Center,614,411,411,5
INS00074004,Spring Harbor Hospital,100,88,100,1
INS00074006,William R Sharpe Jr Hospital,150,148,150,2
INS00074010,Northcoast Behavioral Healthcare Northfield Campus,180,162,180,2
INS00074011,Sheppard Pratt at Ellicott City,92,36,92,1
INS00074012,Mississippi Hospital for Restorative Care,25,20,21,1
INS00074014,Universal Health Services of Parkwood,128,100,128,1
INS00074016,Levi Hospital,89,80,89,1
INS00074017,Greenbrier Hospital,60,48,60,1
INS00074018,Belmont Center for Comprehensive Treatment,147,120,147,2
INS00074019,Summit Park Hospital and Nursing Care Center,341,294,341,3
INS00074020,Rogers Memorial Hospital,90,52,90,1
INS00074022,"Holly Hill Hospital, LLC",152,100,152,1
INS00074023,Saint Elizabeths Hospital,293,200,293,2
INS00074024,Tendercare Health Center Rogers City,36,11,36,1
INS00074025,Eastern Shore Hospital Center,60,60,60,1
INS00074029,"Circles of Care, Inc",134,90,134,1
INS00074030,Streamwood Behavioral Healthcare System,162,113,162,2
INS00074031,New Mexico Rehabilitation Center,43,30,43,1
INS00074035,"Natchaug Hospital, Inc",60,47,60,1
INS00074038,Gracie Square Hospital,157,130,157,2
INS00074041,Eleanor Slater Hospital Zambarano Unit,130,120,130,2
INS00074042,Havenwyck Hospital,203,135,203,2
INS00074043,Caron Treatment Centers,258,200,258,2
INS00074044,Torrance State Hospital,270,245,270,3
INS00074046,Manatee Glens Hospital and Addiction Center,27,24,27,1
INS00074047,Saint Bernards Behavioral Health,60,17,60,1
INS00074048,BHC Montevista Hospital,80,63,80,1
INS00074049,"Gaylord Hospital, Inc",137,96,137,1
INS00074051,Newport News Behavioral Health Center,108,105,108,2
INS00074052,Windmoor Healthcare of Clearwater,100,92,100,1
INS00074053,Glenbeigh Hospital,113,80,113,1
INS00074055,Danville State Hospital,180,170,180,2
INS00074058,South Oaks Hospital,234,141,234,2
INS00074059,Lincoln Regional Center,200,185,200,2
INS00074060,Georgia Regional Hospital at Savannah,232,160,180,2
INS00074061,Deers Head Center,146,130,146,2
INS00074062,The Bradley Center of Saint Francis,84,23,84,1
INS00074064,Intermountain Healthcare The Orthopedic Specialty Hospital,36,28,30,1
INS00074065,Helen Hayes Hospital,155,140,155,2
INS00074067,Fox Run,100,85,100,1
INS00074068,Hebrew Health Care,287,275,287,3
INS00074069,Manhattan Psychiatric Center,279,279,279,3
INS00074070,Tewksbury Hospital,540,340,540,4
INS00074072,"Brookhaven Hospital, Inc",64,50,64,1
INS00074076,Poplar Springs Hospital,199,152,199,2
INS00074078,Bryce Hospital,318,318,318,4
INS00074079,HealthEast Bethesda Hospital,254,105,115,2
INS00074082,Roosevelt Care Center,416,400,416,4
INS00074083,Eagleville Hospital,319,175,319,2
INS00074084,Fulton State Hospital,341,341,341,4
INS00074085,"Parkside, Inc",80,50,80,1
INS00074087,Piedmont Geriatric Hospital,210,135,135,2
INS00074088,East Central Regional Hospital,177,160,160,2
INS00074091,Fair Oaks Pavillion,53,30,53,1
INS00074092,Cornerstone Hospital of Southeast Arizona,34,32,34,1
INS00074093,Saint Patricks Psychiatric Hospital,24,15,24,1
INS00074098,"BHC Valle Vista Hospital, LLC",102,90,102,1
INS00074099,The Brook Hospital KMI,94,85,94,1
INS00074100,Northwest Ohio Psychiatric Hospital,114,112,114,2
INS00074101,Lakeland Regional Hospital,149,115,149,2
INS00074104,RiverValley Behavioral Health Hospital,80,68,80,1
INS00074105,Belmont Pines Hospital,81,70,81,1
INS00074106,Missouri Psychiatric Center,59,59,59,1
INS00074109,Windsor Laurelwood Center for Behavioral Medicine,160,100,160,1
INS00074110,Saint Simons by the Sea Hospital,101,58,101,1
