Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
4305,05-07-19,male,100,silver,10,no preference,yes,Not Reported,yes,10,1
4306,05-07-19,male,100,red,1,specialty,yes,Not Reported,yes,9,1
4307,05-07-19,male,100,black,9,no preference,yes,Not Reported,yes,9,1
4308,05-07-19,male,100,black,0,no preference,no,Not Reported,yes,2,1
4309,05-07-19,female,100,white,10,no preference,yes,<50K,yes,10,1
4310,05-07-19,female,100,red,6,chocolate,yes,<50K,yes,8,1
4311,05-07-19,female,100,white,5,specialty,no,<50K,yes,5,0
4312,05-07-19,female,100,blue,9,vanilla,yes,<50K,yes,9,1
4313,05-07-19,female,100,silver,8,vanilla,no,<50K,yes,8,1
4314,05-07-19,female,100,blue,6,vanilla,yes,<50K,yes,9,1
4315,05-07-19,female,100,silver,8,no preference,yes,<50K,yes,8,1
4316,05-07-19,male,100,red,8,specialty,no,Not Reported,yes,8,1
4317,05-07-19,female,100,blue,6,chocolate,yes,<50K,yes,8,1
4318,05-07-19,female,100,white,5,no preference,no,<50K,yes,5,0
4319,05-07-19,male,100,black,5,swirl,no,Not Reported,yes,10,1
4320,05-07-19,female,100,red,8,specialty,yes,<50K,yes,9,1
4321,05-07-19,male,100,red,0,vanilla,no,Not Reported,yes,2,0
4322,05-07-19,male,100,no preference,3,specialty,no,Not Reported,yes,3,0
4323,05-07-19,male,100,no preference,7,swirl,yes,Not Reported,yes,7,0
4324,05-07-19,male,100,white,10,vanilla,yes,Not Reported,yes,10,1
4325,05-07-19,male,100,red,6,swirl,yes,Not Reported,yes,8,1
4326,05-07-19,male,100,black,0,swirl,yes,Not Reported,yes,5,0
4327,05-07-19,female,100,no preference,5,vanilla,yes,<50K,yes,8,1
4328,05-07-19,male,100,blue,0,no preference,no,Not Reported,yes,1,1
4329,05-07-19,male,100,blue,2,swirl,no,Not Reported,yes,10,1
4330,05-07-19,male,100,black,6,chocolate,no,Not Reported,yes,6,1
4331,05-07-19,male,100,no preference,1,chocolate,no,Not Reported,yes,5,0
4332,05-07-19,male,100,no preference,1,specialty,yes,Not Reported,yes,6,0
4333,05-07-19,male,100,white,3,no preference,no,Not Reported,yes,3,0
4334,05-07-19,male,100,red,7,no preference,yes,Not Reported,yes,7,0
4335,05-07-19,male,100,silver,3,chocolate,yes,Not Reported,yes,7,1
4336,05-07-19,male,100,red,9,swirl,yes,Not Reported,yes,9,1
4337,05-07-19,male,100,blue,5,no preference,no,Not Reported,yes,5,0
4338,05-07-19,male,100,red,8,vanilla,yes,Not Reported,yes,9,1
4339,05-07-19,male,100,white,1,chocolate,yes,Not Reported,yes,7,1
4340,05-07-19,male,100,silver,7,specialty,yes,Not Reported,yes,7,1
4341,05-07-19,female,100,red,4,specialty,no,<50K,yes,10,0
4342,05-07-19,male,100,no preference,3,specialty,yes,Not Reported,yes,8,0
4343,05-07-19,male,100,red,9,specialty,yes,Not Reported,yes,9,1
4344,05-07-19,male,100,no preference,10,no preference,no,Not Reported,yes,10,0
4345,05-07-19,male,100,silver,2,no preference,no,Not Reported,yes,2,0
4346,05-07-19,female,100,red,4,no preference,no,<50K,yes,4,0
4347,05-07-19,female,100,blue,7,specialty,yes,<50K,yes,9,0
4348,05-07-19,male,100,blue,2,specialty,yes,Not Reported,yes,6,0
4349,05-07-19,male,100,red,4,no preference,yes,Not Reported,yes,4,1
4350,05-07-19,male,100,white,2,no preference,yes,Not Reported,yes,4,1
4351,05-07-19,male,100,blue,4,chocolate,no,Not Reported,yes,7,1
4352,05-07-19,male,100,red,0,swirl,yes,Not Reported,yes,10,1
4353,05-07-19,female,100,red,1,chocolate,no,<50K,yes,6,0
4354,05-07-19,female,100,no preference,1,chocolate,yes,<50K,yes,1,0
4355,05-07-19,female,100,blue,7,chocolate,yes,<50K,yes,7,1
4356,05-07-19,male,100,black,5,swirl,no,Not Reported,yes,9,1
4357,05-07-19,male,100,red,8,no preference,no,Not Reported,yes,10,0
4358,05-07-19,male,100,red,2,vanilla,yes,Not Reported,yes,8,1
4359,05-07-19,male,100,silver,2,vanilla,yes,Not Reported,yes,10,1
4360,05-07-19,female,100,black,5,chocolate,yes,<50K,yes,6,1
4361,05-07-19,male,100,red,0,vanilla,yes,Not Reported,yes,2,0
4362,05-07-19,male,100,white,7,chocolate,yes,Not Reported,yes,7,1
4363,05-07-19,female,100,blue,6,swirl,yes,<50K,yes,8,0
4364,05-07-19,male,100,no preference,6,specialty,no,Not Reported,yes,9,0
4365,05-07-19,female,100,red,5,chocolate,yes,<50K,yes,5,1
4366,05-07-19,male,100,blue,1,specialty,no,Not Reported,yes,4,0
4367,05-07-19,male,100,black,7,chocolate,yes,Not Reported,yes,7,1
4368,05-07-19,male,100,no preference,7,swirl,no,Not Reported,yes,7,0
4369,05-07-19,male,100,no preference,5,no preference,yes,Not Reported,yes,5,0
4370,05-07-19,female,100,black,2,no preference,yes,<50K,yes,3,0
4371,05-07-19,male,100,black,2,vanilla,yes,Not Reported,yes,10,1
4372,05-07-19,male,100,silver,1,swirl,yes,Not Reported,yes,5,1
4373,05-07-19,male,100,black,2,no preference,yes,Not Reported,yes,8,0
4374,05-07-19,male,100,black,0,vanilla,yes,Not Reported,yes,2,1
4375,05-07-19,male,100,silver,4,chocolate,yes,Not Reported,yes,4,0
4376,05-07-19,male,100,silver,6,specialty,yes,Not Reported,yes,8,1
4377,05-07-19,male,100,no preference,8,vanilla,yes,Not Reported,yes,8,0
4378,05-07-19,female,100,no preference,4,vanilla,yes,<50K,yes,6,0
4379,05-07-19,male,100,white,6,no preference,no,Not Reported,yes,6,0
4380,05-07-19,male,100,white,2,chocolate,yes,Not Reported,yes,3,1
4381,05-07-19,male,100,white,0,specialty,yes,Not Reported,yes,2,0
4382,05-07-19,male,100,white,1,swirl,no,Not Reported,yes,1,1
4383,05-07-19,male,100,blue,8,chocolate,yes,Not Reported,yes,8,1
4384,05-07-19,male,100,white,5,specialty,yes,Not Reported,yes,5,0
4385,05-07-19,male,100,no preference,0,swirl,yes,Not Reported,yes,3,0
4386,05-07-19,male,100,white,1,specialty,yes,Not Reported,yes,1,1
4387,05-07-19,male,100,blue,2,vanilla,yes,Not Reported,yes,2,0
4388,05-07-19,female,100,blue,0,no preference,no,<50K,yes,5,0
4389,05-07-19,male,100,blue,2,swirl,yes,Not Reported,yes,6,1
4390,05-07-19,male,100,blue,0,swirl,yes,Not Reported,yes,8,1
4391,05-07-19,male,100,no preference,7,no preference,no,Not Reported,yes,9,0
4392,05-07-19,female,100,silver,10,chocolate,yes,<50K,yes,10,1
4393,05-07-19,male,100,silver,3,specialty,no,Not Reported,yes,7,0
4394,05-07-19,male,100,black,0,chocolate,yes,Not Reported,yes,1,0
4395,05-07-19,male,100,blue,10,specialty,no,Not Reported,yes,10,1
4396,05-07-19,female,100,red,3,no preference,yes,<50K,yes,3,0
4397,05-07-19,male,100,black,3,chocolate,yes,Not Reported,yes,3,0
4398,05-07-19,male,100,white,2,no preference,yes,Not Reported,yes,4,0
4399,05-07-19,female,100,no preference,1,vanilla,no,<50K,yes,9,0
4400,05-07-19,male,100,red,3,chocolate,yes,Not Reported,yes,3,1
4401,05-07-19,male,100,blue,1,vanilla,no,Not Reported,yes,4,0
4402,05-07-19,male,100,black,10,vanilla,yes,Not Reported,yes,10,1
4403,05-07-19,male,100,black,2,swirl,yes,Not Reported,yes,2,1
4404,05-07-19,female,100,silver,7,swirl,no,<50K,yes,7,0
4405,05-07-19,male,100,red,2,vanilla,no,Not Reported,yes,5,0
4406,05-07-19,male,100,black,4,vanilla,yes,Not Reported,yes,4,1
4407,05-07-19,male,100,red,3,vanilla,no,Not Reported,yes,3,1
4408,05-07-19,female,100,white,5,no preference,yes,<50K,yes,8,0
4409,05-07-19,female,100,blue,10,swirl,no,<50K,yes,10,0
4410,05-07-19,male,100,blue,2,swirl,yes,Not Reported,yes,4,1
4411,05-07-19,male,100,white,1,chocolate,yes,Not Reported,yes,1,0
4412,05-07-19,female,100,silver,8,swirl,yes,<50K,yes,8,1
4413,05-07-19,female,100,no preference,6,chocolate,yes,<50K,yes,6,1
4414,05-07-19,male,100,black,10,specialty,no,Not Reported,yes,10,1
4415,05-07-19,male,100,no preference,0,vanilla,no,Not Reported,yes,10,0
4416,05-07-19,male,100,white,10,no preference,yes,Not Reported,yes,10,1
4417,05-07-19,female,100,no preference,1,vanilla,yes,<50K,yes,6,0
4418,05-07-19,female,100,white,8,swirl,yes,<50K,yes,10,1
4419,05-07-19,male,100,silver,3,specialty,no,Not Reported,yes,4,0
4420,05-07-19,male,100,no preference,2,vanilla,no,Not Reported,yes,2,0
4421,05-07-19,male,100,black,0,specialty,yes,Not Reported,yes,1,1
4422,05-07-19,male,100,black,2,chocolate,yes,Not Reported,yes,5,1
4423,05-07-19,male,100,red,1,chocolate,no,Not Reported,yes,3,1
4424,05-07-19,female,100,blue,5,specialty,no,<50K,yes,5,0
4425,05-07-19,male,100,white,4,chocolate,no,Not Reported,yes,4,0
4426,05-07-19,male,100,no preference,1,swirl,yes,Not Reported,yes,9,0
4427,05-07-19,female,100,red,2,swirl,yes,<50K,yes,2,0
4428,05-07-19,female,100,silver,8,swirl,no,<50K,yes,8,0
4429,05-07-19,male,100,blue,8,no preference,yes,Not Reported,yes,10,1
4430,05-07-19,male,100,no preference,10,vanilla,yes,Not Reported,yes,10,0
4431,05-07-19,male,100,black,2,vanilla,no,Not Reported,yes,6,0
4432,05-07-19,male,100,blue,6,swirl,yes,Not Reported,yes,6,0
4433,05-07-19,male,100,white,2,swirl,yes,Not Reported,yes,4,1
4434,05-07-19,male,100,silver,0,no preference,no,Not Reported,yes,7,0
4435,05-07-19,female,100,black,7,chocolate,no,<50K,yes,7,1
4436,05-07-19,male,100,blue,0,chocolate,yes,Not Reported,yes,3,1
4437,05-07-19,male,100,no preference,4,vanilla,yes,Not Reported,yes,9,0
4438,05-07-19,female,100,blue,4,specialty,yes,<50K,yes,9,0
4439,05-07-19,female,100,blue,1,swirl,yes,<50K,yes,10,0
4440,05-07-19,male,100,white,6,swirl,yes,Not Reported,yes,6,1
4441,05-07-19,male,100,red,0,no preference,no,Not Reported,yes,2,1
4442,05-07-19,female,100,black,0,vanilla,yes,<50K,yes,3,0
4443,05-07-19,male,100,white,7,specialty,no,Not Reported,yes,7,1
4444,05-07-19,male,100,no preference,1,swirl,yes,Not Reported,yes,10,0
4445,05-07-19,female,100,silver,6,chocolate,no,<50K,yes,8,1
4446,05-07-19,female,100,white,4,no preference,no,<50K,yes,5,0
4447,05-07-19,female,100,white,0,swirl,yes,<50K,yes,3,0
4448,05-07-19,male,100,red,10,swirl,yes,Not Reported,yes,10,1
4449,05-07-19,male,100,white,9,no preference,no,Not Reported,yes,9,0
4450,05-07-19,male,100,red,2,chocolate,no,Not Reported,yes,4,0
4451,05-07-19,male,100,black,9,specialty,yes,Not Reported,yes,10,1
4452,05-07-19,male,100,silver,0,swirl,no,Not Reported,yes,5,0
4453,05-07-19,male,100,black,10,no preference,yes,Not Reported,yes,10,1
4454,05-07-19,male,100,white,0,specialty,yes,Not Reported,yes,6,1
4455,05-07-19,male,100,no preference,3,chocolate,no,Not Reported,yes,9,0
4456,05-07-19,male,100,black,5,specialty,yes,Not Reported,yes,5,0
4457,05-07-19,male,100,silver,7,vanilla,yes,Not Reported,yes,7,0
4458,05-07-19,male,100,red,10,chocolate,yes,Not Reported,yes,10,1
4459,05-07-19,male,100,silver,3,swirl,no,Not Reported,yes,3,0
4460,05-07-19,female,100,white,8,swirl,yes,<50K,yes,8,1
4461,05-07-19,male,100,red,5,specialty,yes,Not Reported,yes,5,1
4462,05-07-19,male,100,black,7,no preference,no,Not Reported,yes,7,0
4463,05-07-19,male,100,red,2,chocolate,no,Not Reported,yes,10,1
4464,05-07-19,male,100,red,2,no preference,no,Not Reported,yes,3,1
4465,05-07-19,male,100,silver,8,specialty,yes,Not Reported,yes,8,1
4466,05-07-19,male,100,no preference,9,vanilla,yes,Not Reported,yes,9,0
4467,05-07-19,male,100,blue,7,chocolate,no,Not Reported,yes,7,1
4468,05-07-19,male,100,red,6,chocolate,no,Not Reported,yes,6,1
4469,05-07-19,female,100,silver,9,specialty,yes,<50K,yes,9,1
4470,05-07-19,female,100,white,3,chocolate,no,<50K,yes,7,1
4471,05-07-19,male,100,no preference,8,vanilla,no,Not Reported,yes,8,0
4472,05-07-19,male,100,blue,1,chocolate,no,Not Reported,yes,4,0
4473,05-07-19,male,100,no preference,4,vanilla,no,Not Reported,yes,4,0
4474,05-07-19,male,100,white,9,no preference,yes,Not Reported,yes,9,1
4475,05-07-19,male,100,red,4,specialty,no,Not Reported,yes,4,0
4476,05-07-19,female,100,red,3,specialty,no,<50K,yes,3,0
4477,05-07-19,male,100,blue,8,chocolate,yes,Not Reported,yes,8,1
4478,05-07-19,male,100,white,0,vanilla,yes,Not Reported,yes,9,1
4479,05-07-19,male,100,white,8,no preference,no,Not Reported,yes,8,0
4480,05-07-19,male,100,no preference,4,swirl,yes,Not Reported,yes,4,0
4481,05-07-19,female,100,white,7,swirl,yes,<50K,yes,7,0
4482,05-07-19,female,100,red,2,specialty,no,<50K,yes,5,0
4483,05-07-19,male,100,black,9,chocolate,no,Not Reported,yes,9,1
4484,05-07-19,female,100,blue,7,no preference,yes,<50K,yes,7,0
4485,05-07-19,male,100,red,4,vanilla,no,Not Reported,yes,4,0
4486,05-07-19,female,100,blue,4,vanilla,no,<50K,yes,4,0
4487,05-07-19,male,100,silver,1,no preference,no,Not Reported,yes,4,0
4488,05-07-19,male,100,red,1,vanilla,yes,Not Reported,yes,3,1
4489,05-07-19,male,100,white,8,chocolate,yes,Not Reported,yes,8,1
4490,05-07-19,female,100,black,1,swirl,no,<50K,yes,3,0
4491,05-07-19,female,100,white,4,vanilla,no,<50K,yes,9,1
4492,05-07-19,male,100,silver,8,specialty,no,Not Reported,yes,8,1
4493,05-07-19,male,100,black,5,no preference,yes,Not Reported,yes,8,0
4494,05-07-19,male,100,black,4,no preference,no,Not Reported,yes,4,1
4495,05-07-19,male,100,no preference,0,specialty,no,Not Reported,yes,4,0
4496,05-07-19,female,100,white,9,specialty,no,<50K,yes,9,0
4497,05-07-19,male,100,blue,7,swirl,no,Not Reported,yes,7,0
4498,05-07-19,female,100,black,4,no preference,yes,<50K,yes,9,0
4499,05-07-19,male,100,no preference,6,vanilla,yes,Not Reported,yes,6,0
4500,05-07-19,male,100,no preference,3,swirl,yes,Not Reported,yes,9,0
4501,05-07-19,female,100,no preference,6,swirl,yes,<50K,yes,6,0
4502,05-07-19,male,100,black,3,specialty,no,Not Reported,yes,3,0
4503,05-07-19,male,100,silver,5,no preference,yes,Not Reported,yes,5,0
4504,05-07-19,female,100,blue,0,no preference,no,<50K,yes,5,0
4505,05-07-19,female,100,silver,5,specialty,no,<50K,yes,5,0
4506,05-07-19,male,100,silver,7,swirl,yes,Not Reported,yes,7,1
4507,05-07-19,female,100,white,0,no preference,yes,<50K,yes,8,0
4508,05-07-19,male,100,white,0,chocolate,no,Not Reported,yes,3,0
4509,05-07-19,male,100,black,0,specialty,no,Not Reported,yes,3,1
4510,05-07-19,male,100,red,8,no preference,no,Not Reported,yes,8,0
4511,05-07-19,male,100,no preference,8,no preference,no,Not Reported,yes,8,0
4512,05-07-19,female,100,black,0,specialty,no,<50K,yes,3,0
4513,05-07-19,female,100,blue,0,chocolate,yes,<50K,yes,2,0
4514,05-07-19,female,100,blue,6,vanilla,yes,<50K,yes,6,0
4515,05-07-19,male,100,blue,7,specialty,yes,Not Reported,yes,10,1
4516,05-07-19,male,100,no preference,9,no preference,no,Not Reported,yes,9,0
4517,05-07-19,female,100,no preference,4,chocolate,yes,<50K,yes,9,1
4518,05-07-19,female,100,no preference,5,chocolate,no,<50K,yes,5,1
4519,05-07-19,male,100,blue,8,no preference,no,Not Reported,yes,10,0
4520,05-07-19,male,100,silver,1,chocolate,yes,Not Reported,yes,8,1
4521,05-07-19,male,100,white,10,specialty,yes,Not Reported,yes,10,1
4522,05-07-19,male,100,blue,7,swirl,no,Not Reported,yes,7,0
4523,05-07-19,female,100,white,3,no preference,no,<50K,yes,3,0
4524,05-07-19,female,100,blue,8,vanilla,yes,<50K,yes,8,1
4525,05-07-19,female,100,black,4,specialty,no,<50K,yes,6,0
4526,05-07-19,male,100,red,4,swirl,yes,Not Reported,yes,8,1
4527,05-07-19,male,100,black,10,chocolate,yes,Not Reported,yes,10,1
4528,05-07-19,male,100,black,9,chocolate,no,Not Reported,yes,9,1
4529,05-07-19,female,100,black,8,no preference,yes,<50K,yes,8,1
4530,05-07-19,male,100,red,1,vanilla,no,Not Reported,yes,2,1
4531,05-07-19,male,100,red,6,vanilla,yes,Not Reported,yes,6,1
4532,05-07-19,male,100,black,8,specialty,yes,Not Reported,yes,8,1
4533,05-07-19,male,100,white,5,chocolate,no,Not Reported,yes,10,1
4534,05-07-19,female,100,red,3,vanilla,no,<50K,yes,3,0
4535,05-07-19,female,100,red,9,vanilla,no,<50K,yes,9,1
4536,05-07-19,male,100,black,4,chocolate,no,Not Reported,yes,4,0
4537,05-07-19,male,100,black,8,chocolate,no,Not Reported,yes,8,1
4538,05-07-19,male,100,black,7,chocolate,no,Not Reported,yes,10,1
4539,05-07-19,male,100,white,9,vanilla,no,Not Reported,yes,9,1
4540,05-07-19,male,100,red,5,chocolate,no,Not Reported,yes,5,1
4541,05-07-19,male,100,black,9,swirl,yes,Not Reported,yes,9,1
4542,05-07-19,female,100,black,0,chocolate,no,<50K,yes,10,0
4543,05-07-19,female,100,no preference,3,chocolate,yes,<50K,yes,4,1
4544,05-07-19,male,100,silver,7,chocolate,no,Not Reported,yes,10,1
4545,05-07-19,male,100,red,3,swirl,no,Not Reported,yes,5,1
4546,05-07-19,male,100,black,9,chocolate,yes,Not Reported,yes,10,1
4547,05-07-19,male,100,no preference,2,chocolate,no,Not Reported,yes,7,0
4548,05-07-19,male,100,red,9,chocolate,no,Not Reported,yes,9,1
4549,05-07-19,male,100,silver,0,specialty,no,Not Reported,yes,2,0
4550,05-07-19,male,100,black,3,vanilla,yes,Not Reported,yes,9,1
4551,05-07-19,male,100,white,2,vanilla,no,Not Reported,yes,2,1
4552,05-07-19,male,100,silver,9,vanilla,yes,Not Reported,yes,10,1
4553,05-07-19,male,100,no preference,3,vanilla,yes,Not Reported,yes,6,0
4554,05-07-19,male,100,red,3,specialty,no,Not Reported,yes,6,1
4555,05-07-19,male,100,no preference,10,chocolate,yes,Not Reported,yes,10,0
4556,05-07-19,female,100,red,6,specialty,yes,<50K,yes,6,0
4557,05-07-19,male,100,red,5,swirl,no,Not Reported,yes,5,1
4558,05-07-19,male,100,blue,1,swirl,yes,Not Reported,yes,3,0
4559,05-07-19,female,100,black,9,swirl,no,<50K,yes,9,0
4560,05-07-19,male,100,black,0,vanilla,yes,Not Reported,yes,1,1
4561,05-07-19,male,100,red,3,vanilla,no,Not Reported,yes,9,1
4562,05-07-19,male,100,blue,3,swirl,yes,Not Reported,yes,6,0
4563,05-07-19,male,100,white,1,swirl,yes,Not Reported,yes,7,1
4564,05-07-19,male,100,silver,10,vanilla,yes,Not Reported,yes,10,1
4565,05-07-19,male,100,red,9,specialty,no,Not Reported,yes,9,1
4566,05-07-19,male,100,blue,3,no preference,yes,Not Reported,yes,10,0
4567,05-07-19,male,100,silver,1,no preference,yes,Not Reported,yes,4,0
4568,05-07-19,female,100,white,8,specialty,yes,<50K,yes,10,1
4569,05-07-19,male,100,blue,3,no preference,yes,Not Reported,yes,3,1
4570,05-07-19,female,100,black,9,chocolate,no,<50K,yes,9,1
4571,05-07-19,male,100,white,10,swirl,yes,Not Reported,yes,10,1
4572,05-07-19,female,100,no preference,1,chocolate,yes,<50K,yes,7,0
4573,05-07-19,female,100,red,5,swirl,no,<50K,yes,5,0
4574,05-07-19,female,100,no preference,1,chocolate,no,<50K,yes,9,0
4575,05-07-19,male,100,silver,7,no preference,yes,Not Reported,yes,7,0
4576,05-07-19,male,100,blue,0,vanilla,yes,Not Reported,yes,9,1
4577,05-07-19,male,100,red,3,swirl,yes,Not Reported,yes,9,1
4578,05-07-19,male,100,black,3,specialty,yes,Not Reported,yes,6,0
4579,05-07-19,male,100,red,2,vanilla,yes,Not Reported,yes,2,0
4580,05-07-19,male,100,red,5,no preference,no,Not Reported,yes,7,0
4581,05-07-19,male,100,blue,6,no preference,no,Not Reported,yes,6,0
4582,05-07-19,male,100,black,4,swirl,no,Not Reported,yes,6,1
4583,05-07-19,male,100,black,6,specialty,yes,Not Reported,yes,9,1
4584,05-07-19,male,100,white,3,no preference,no,Not Reported,yes,3,0
4585,05-07-19,male,100,blue,10,chocolate,yes,Not Reported,yes,10,1
4586,05-07-19,female,100,silver,9,no preference,yes,<50K,yes,9,1
4587,05-07-19,female,100,silver,5,specialty,yes,<50K,yes,6,0
4588,05-07-19,male,100,silver,9,no preference,no,Not Reported,yes,9,0
4589,05-07-19,male,100,white,2,no preference,yes,Not Reported,yes,5,0
4590,05-07-19,male,100,blue,3,no preference,yes,Not Reported,yes,4,0
4591,05-07-19,male,100,silver,8,vanilla,no,Not Reported,yes,9,1
4592,05-07-19,male,100,red,0,no preference,yes,Not Reported,yes,2,1
4593,05-07-19,female,100,black,2,specialty,no,<50K,yes,8,0
4594,05-07-19,male,100,blue,6,chocolate,yes,Not Reported,yes,7,1
4595,05-07-19,male,100,silver,1,no preference,no,Not Reported,yes,7,0
4596,05-07-19,male,100,no preference,0,specialty,no,Not Reported,yes,6,0
4597,05-07-19,male,100,white,8,specialty,yes,Not Reported,yes,8,1
4598,05-07-19,male,100,blue,2,specialty,yes,Not Reported,yes,2,0
4599,05-07-19,male,100,no preference,8,no preference,no,Not Reported,yes,8,0
4600,05-07-19,male,100,red,7,no preference,no,Not Reported,yes,8,0
4601,05-07-19,female,100,silver,1,swirl,yes,<50K,yes,9,0
4602,05-07-19,male,100,red,9,chocolate,no,Not Reported,yes,9,1
4603,05-07-19,male,100,black,1,no preference,yes,Not Reported,yes,4,1
4604,05-07-19,female,100,blue,5,chocolate,no,<50K,yes,5,1
4605,05-07-19,female,100,red,6,chocolate,yes,<50K,yes,6,1
4606,05-07-19,male,100,no preference,6,vanilla,yes,Not Reported,yes,8,0
4607,05-07-19,male,100,black,6,no preference,no,Not Reported,yes,10,0
4608,05-07-19,female,100,silver,7,vanilla,yes,<50K,yes,7,0
4609,05-07-19,female,100,no preference,2,no preference,no,<50K,yes,8,0
4610,05-07-19,male,100,red,4,no preference,no,Not Reported,yes,7,0
4611,05-07-19,male,100,white,3,vanilla,no,Not Reported,yes,5,0
4612,05-07-19,female,100,white,0,chocolate,yes,<50K,yes,3,0
4613,05-07-19,male,100,silver,0,vanilla,no,Not Reported,yes,4,0
4614,05-07-19,male,100,white,2,swirl,yes,Not Reported,yes,7,1
4615,05-07-19,male,100,red,10,no preference,no,Not Reported,yes,10,0
4616,05-07-19,male,100,no preference,10,specialty,yes,Not Reported,yes,10,0
4617,05-07-19,male,100,white,0,chocolate,no,Not Reported,yes,10,1
4618,05-07-19,female,100,white,8,swirl,no,<50K,yes,8,0
4619,05-07-19,female,100,no preference,9,no preference,no,<50K,yes,9,0
4620,05-07-19,male,100,no preference,5,swirl,yes,Not Reported,yes,10,0
4621,05-07-19,male,100,black,9,vanilla,no,Not Reported,yes,9,1
4622,05-07-19,male,100,red,3,no preference,yes,Not Reported,yes,8,0
4623,05-07-19,female,100,blue,3,vanilla,no,<50K,yes,4,0
4624,05-07-19,female,100,red,5,chocolate,no,<50K,yes,9,1
4625,05-07-19,female,100,silver,1,specialty,no,<50K,yes,9,0
4626,05-07-19,male,100,white,0,chocolate,yes,Not Reported,yes,7,1
4627,05-07-19,female,100,black,5,vanilla,yes,<50K,yes,5,0
4628,05-07-19,male,100,no preference,0,specialty,no,Not Reported,yes,6,0
4629,05-07-19,male,100,no preference,4,vanilla,no,Not Reported,yes,4,0
4630,05-07-19,male,100,silver,4,no preference,no,Not Reported,yes,4,1
