Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Mumbai,2015,Gasoline,Manual,First,17.8,1497,5,"42,366","$10,880 "
Coimbatore,2017,Diesel,Automatic,First,15.7,1968,5,"42,366","$44,827 "
Delhi,2014,Gasoline,Manual,First,17,1197,5,"42,365","$7,721 "
Kochi,2016,Gasoline,Manual,First,18.6,1197,5,"42,362","$8,634 "
Jaipur,2014,Gasoline,Manual,First,18.9,1197,5,"42,355","$5,616 "
Chennai,2013,Gasoline,Manual,First,19.4,1198,5,"42,320","$4,071 "
Kochi,2014,Gasoline,Manual,First,18.5,1197,5,"42,315","$6,725 "
Kolkata,2014,Diesel,Manual,First,24,1186,5,"42,277","$5,405 "
Coimbatore,2015,Diesel,Automatic,Second,20.7,1995,5,"42,265","$31,223 "
Coimbatore,2016,Diesel,Automatic,First,9,1984,5,"42,259","$34,199 "
Pune,2016,Diesel,Manual,First,19.7,1582,5,"42,244","$16,847 "
Kochi,2018,Diesel,Manual,First,27.4,1248,5,"42,243","$10,501 "
Coimbatore,2016,Gasoline,Manual,First,15.1,1196,7,"42,225","$6,037 "
Kochi,2018,Diesel,Manual,First,17.1,1956,5,"42,203","$27,320 "
Ahmedabad,2015,Diesel,Manual,First,27.6,793,5,"42,150","$5,054 "
Kolkata,2014,Diesel,Manual,First,23.4,1248,5,"42,109","$5,967 "
Kolkata,2013,Gasoline,Manual,First,16.8,1496,5,"42,103","$4,563 "
Kolkata,2007,Gasoline,Manual,First,18,995,5,"42,100","$1,390 "
Kolkata,2011,Gasoline,Manual,First,17,1497,5,"42,086","$4,703 "
Coimbatore,2014,Gasoline,Manual,First,25.4,624,4,"42,083","$2,359 "
Kochi,2015,Diesel,Automatic,First,13,2143,5,"42,076","$30,605 "
Kochi,2014,Gasoline,Automatic,First,14.8,1595,5,"42,070","$16,243 "
Mumbai,2011,Gasoline,Automatic,First,13.7,1798,5,"42,036","$8,774 "
Kochi,2016,Diesel,Automatic,First,19.1,1582,5,"42,024","$13,660 "
Pune,2015,Gasoline,Automatic,First,15.5,1198,5,"42,023","$6,093 "
Ahmedabad,2015,Diesel,Manual,First,27.6,793,5,"42,000","$5,054 "
Pune,2017,Diesel,Manual,First,25.6,1498,5,"42,000","$16,847 "
Hyderabad,2016,Diesel,Manual,First,25.5,1248,7,"42,000","$13,899 "
Delhi,2014,Diesel,Manual,First,24,1120,5,"42,000","$4,914 "
Ahmedabad,2017,Diesel,Manual,First,23.6,1364,5,"42,000","$8,774 "
Kolkata,2013,Diesel,Manual,First,22.7,1582,5,"42,000","$8,213 "
Chennai,2017,Gasoline,Automatic,First,22,1197,5,"42,000","$7,721 "
Kolkata,2008,Gasoline,Manual,First,19.7,796,5,"42,000","$1,530 "
Hyderabad,2013,Diesel,Manual,First,19.6,1461,5,"42,000","$11,231 "
Kolkata,2014,Gasoline,Manual,First,19.1,1197,5,"42,000","$4,843 "
Mumbai,2017,Diesel,Automatic,First,18.2,1968,5,"42,000","$32,276 "
Delhi,2018,Gasoline,Manual,First,18.2,1198,6,"42,000","$7,721 "
Mumbai,2009,Gasoline,Manual,First,17.9,1086,5,"42,000","$2,036 "
Mumbai,2016,Gasoline,Manual,First,17.8,1497,5,"42,000","$12,986 "
Mumbai,2015,Diesel,Automatic,First,17.7,1968,5,"42,000","$34,045 "
Delhi,2015,Gasoline,Manual,First,17,1197,5,"42,000","$7,160 "
Delhi,2012,Gasoline,Manual,First,17,1497,5,"42,000","$6,669 "
Kolkata,2009,Gasoline,Manual,First,17,1497,5,"42,000","$3,229 "
Delhi,2016,Gasoline,Manual,First,16.1,1197,5,"42,000","$6,669 "
Delhi,2016,Diesel,Automatic,First,15.7,1968,5,"42,000","$32,992 "
Jaipur,2010,Gasoline,Manual,First,15.6,1196,5,"42,000","$3,369 "
Kolkata,2007,Gasoline,Manual,First,14.5,1399,5,"42,000","$1,053 "
Mumbai,2011,Diesel,Automatic,First,14.4,2967,5,"42,000","$40,362 "
Delhi,2014,Diesel,Automatic,First,14.2,2143,5,"42,000","$35,027 "
Kolkata,2014,Diesel,Manual,First,12.1,2179,8,"42,000","$10,880 "
Delhi,2016,Diesel,Automatic,First,11.4,2755,7,"42,000","$27,516 "
Mumbai,2012,Gasoline,Manual,First,9.8,2354,5,"42,000","$8,774 "
Pune,2014,Gasoline,Manual,Second,20.4,1197,5,"42,000","$5,054 "
Chennai,2016,Gasoline,Manual,Second,18.8,999,5,"42,000","$7,721 "
Delhi,2015,Gasoline,Manual,Second,18.6,1197,5,"42,000","$8,143 "
Jaipur,2015,Gasoline,Manual,Second,18,1198,5,"42,000","$6,037 "
Chennai,2011,Gasoline,Manual,Second,17.7,1197,5,"42,000","$5,265 "
Jaipur,2011,Gasoline,Manual,Second,17,1498,5,"42,000","$4,212 "
Bangalore,2014,Gasoline,Manual,Second,16,1373,7,"42,000","$8,339 "
Chennai,2009,Diesel,Automatic,Second,13,2987,5,"42,000","$30,886 "
Chennai,2012,Gasoline,Manual,Third,18.6,1197,5,"42,000","$6,318 "
Pune,2007,Gasoline,Manual,Third,18.2,998,5,"42,000","$1,825 "
Pune,2011,Gasoline,Automatic,Third,14.4,1598,5,"42,000","$4,773 "
Kochi,2014,Gasoline,Manual,First,22.5,998,5,"41,994","$4,787 "
Mumbai,2011,Diesel,Automatic,First,20,1968,5,"41,988","$7,651 "
Kochi,2017,Gasoline,Manual,First,18.7,1199,5,"41,981","$8,620 "
Pune,2011,Gasoline,Manual,Second,17,1197,5,"41,980","$4,633 "
Coimbatore,2015,Gasoline,Automatic,First,18,1497,5,"41,950","$13,477 "
Coimbatore,2019,Diesel,Manual,First,22.7,1582,5,"41,871","$21,859 "
Coimbatore,2016,Diesel,Manual,First,15.1,2179,7,"41,840","$18,981 "
Kochi,2017,Diesel,Automatic,First,18.6,1995,5,"41,816","$46,020 "
Coimbatore,2016,Gasoline,Manual,First,20.7,1373,5,"41,810","$9,982 "
Pune,2017,Diesel,Automatic,First,28.4,1248,5,"41,747","$12,635 "
Kochi,2018,Diesel,Automatic,First,11.4,2755,7,"41,736","$27,966 "
Kochi,2015,Gasoline,Manual,First,19.1,1197,5,"41,721","$6,598 "
Hyderabad,2016,Diesel,Manual,First,19.7,1582,5,"41,713","$17,549 "
Kochi,2017,Gasoline,Automatic,First,13.1,1997,5,"41,697","$23,417 "
Chennai,2014,Gasoline,Manual,First,17,1197,5,"41,681","$6,388 "
Kochi,2018,Diesel,Automatic,First,12.7,2179,5,"41,661","$62,937 "
Mumbai,2010,Diesel,Manual,Second,11.5,2982,7,"41,650","$15,429 "
Kochi,2018,Diesel,Manual,First,21.4,1396,5,"41,641","$15,190 "
Pune,2012,Gasoline,Manual,Second,14.8,1598,5,"41,629","$3,159 "
Kochi,2016,Gasoline,Automatic,First,14.5,1794,5,"41,617","$19,851 "
Kochi,2017,Gasoline,Manual,First,17,1591,5,"41,534","$11,217 "
Pune,2013,Gasoline,Manual,Second,17,1591,5,"41,500","$7,020 "
Jaipur,2015,Diesel,Automatic,First,13,2987,5,"41,493","$58,964 "
Coimbatore,2018,Diesel,Automatic,First,15,2143,5,"41,467","$53,320 "
Jaipur,2016,Diesel,Manual,First,25.2,1248,5,"41,460","$8,283 "
Kochi,2014,Gasoline,Manual,First,18.5,1198,5,"41,460","$5,545 "
Kochi,2014,Gasoline,Automatic,Second,14.8,1595,5,"41,380","$16,524 "
Hyderabad,2016,Diesel,Manual,First,24.3,1248,5,"41,372","$13,056 "
Hyderabad,2012,Diesel,Automatic,First,15.8,2148,5,"41,367","$25,958 "
Kochi,2017,Diesel,Manual,Second,16,2179,7,"41,290","$15,359 "
Kolkata,2012,Diesel,Manual,First,20,1399,5,"41,284","$3,510 "
Kochi,2018,Gasoline,Manual,First,20.7,1373,5,"41,283","$13,899 "
Kochi,2017,Diesel,Manual,First,28.1,1248,5,"41,217","$10,389 "
Jaipur,2014,Gasoline,Manual,First,18,1198,5,"41,210","$6,177 "
Mumbai,2010,Gasoline,Manual,First,15,1368,5,"41,195","$1,937 "
Ahmedabad,2014,Gasoline,Manual,First,17.9,1086,5,"41,125","$3,791 "
Chennai,2014,Gasoline,Manual,First,23.1,998,5,"41,123","$4,773 "
Kolkata,2012,Diesel,Automatic,First,16.8,2993,5,"41,100","$37,203 "
Coimbatore,2014,Diesel,Automatic,First,16.1,1995,5,"41,089","$40,418 "
Coimbatore,2016,Diesel,Automatic,First,13,2143,5,"41,082","$54,415 "
Coimbatore,2019,Diesel,Manual,First,28.4,1248,5,"41,075","$11,793 "
Kochi,2015,Diesel,Automatic,First,13,2143,5,"41,057","$34,578 "
Coimbatore,2017,Diesel,Automatic,First,17.7,1968,5,"41,041","$52,731 "
Coimbatore,2014,Gasoline,Automatic,Second,17,1197,5,"41,016","$7,132 "
Coimbatore,2015,Gasoline,Manual,Second,20.4,1197,5,"41,008","$6,837 "
Delhi,2016,Diesel,Manual,First,28.1,1248,5,"41,000","$13,337 "
Mumbai,2014,CNG,Manual,First,26.2,998,5,"41,000","$4,914 "
Pune,2014,CNG,Manual,First,24.6,1193,5,"41,000","$4,563 "
Chennai,2016,Diesel,Manual,First,22.7,1598,5,"41,000","$10,810 "
Mumbai,2015,Diesel,Automatic,First,21.8,1995,5,"41,000","$35,800 "
Hyderabad,2016,Diesel,Manual,First,21.1,1498,5,"41,000","$11,933 "
Mumbai,2015,Gasoline,Manual,First,20.7,1373,5,"41,000","$8,213 "
Chennai,2011,Diesel,Manual,First,20.5,1598,5,"41,000","$5,616 "
Mumbai,2011,Gasoline,Manual,First,20.4,1197,5,"41,000","$3,720 "
Mumbai,2013,Diesel,Manual,First,19.9,1461,5,"41,000","$7,721 "
Ahmedabad,2016,Gasoline,Manual,First,19.7,1198,5,"41,000","$5,967 "
Pune,2015,Diesel,Manual,First,19.7,1582,5,"41,000","$17,549 "
Chennai,2015,Diesel,Manual,First,19.7,1582,5,"41,000","$16,706 "
Mumbai,2013,Gasoline,Manual,First,19.4,1198,5,"41,000","$4,352 "
Chennai,2012,Diesel,Automatic,First,19.1,1582,5,"41,000","$8,774 "
Kolkata,2014,Gasoline,Manual,First,18.9,1197,5,"41,000","$4,408 "
Kolkata,2015,Gasoline,Manual,First,18.6,1197,5,"41,000","$6,669 "
Mumbai,2015,Gasoline,Manual,First,18.2,1199,5,"41,000","$4,563 "
Kolkata,2014,Diesel,Manual,First,17,2200,7,"41,000","$11,231 "
Kolkata,2014,Diesel,Manual,First,17,2149,7,"41,000","$11,231 "
Mumbai,2015,Gasoline,Automatic,First,16.9,1197,5,"41,000","$7,651 "
Mumbai,2012,Gasoline,Manual,First,16.5,1198,5,"41,000","$4,352 "
Mumbai,2016,Diesel,Automatic,First,16,2179,7,"41,000","$19,304 "
Mumbai,2015,Diesel,Automatic,First,15.3,2993,5,"41,000","$63,176 "
Jaipur,2014,Diesel,Automatic,First,14.8,2143,5,"41,000","$25,972 "
Pune,2013,Gasoline,Automatic,First,14.4,1598,5,"41,000","$7,370 "
Kolkata,2013,Gasoline,Automatic,First,12.4,2359,5,"41,000","$8,423 "
Bangalore,2016,Gasoline,Manual,Second,25.2,799,5,"41,000","$4,563 "
Jaipur,2011,Gasoline,Manual,Second,17,1498,5,"41,000","$4,212 "
Chennai,2012,Gasoline,Manual,Second,16.8,1497,5,"41,000","$6,318 "
Ahmedabad,2008,Gasoline,Automatic,Second,10.4,2773,5,"41,000","$14,741 "
Kochi,2015,Gasoline,Manual,First,18.6,1197,5,"40,901","$8,086 "
Kochi,2016,Gasoline,Manual,First,19.5,1199,5,"40,866","$7,679 "
Kochi,2016,Diesel,Manual,First,28.1,1248,5,"40,810","$11,091 "
Kolkata,2014,Gasoline,Manual,First,14.5,1798,5,"40,748","$8,845 "
Jaipur,2013,Diesel,Automatic,Second,18.1,1995,5,"40,714","$34,747 "
Bangalore,2012,Diesel,Manual,First,25.4,936,5,"40,700","$3,720 "
Coimbatore,2019,Diesel,Automatic,First,11.4,2755,7,"40,674","$34,845 "
Coimbatore,2013,Diesel,Automatic,Second,15.2,1968,5,"40,670","$24,905 "
Kochi,2015,Diesel,Manual,First,14,2179,7,"40,611","$11,442 "
Mumbai,2015,Gasoline,Automatic,First,17,1591,5,"40,600","$10,108 "
Jaipur,2015,Diesel,Manual,First,28.1,1248,5,"40,500","$9,968 "
Jaipur,2011,Gasoline,Manual,First,20.4,1197,5,"40,496","$3,720 "
Coimbatore,2012,Diesel,Automatic,Second,16.2,2993,5,"40,471","$36,108 "
Kochi,2017,Diesel,Manual,First,19.7,1582,5,"40,459","$18,644 "
Mumbai,2016,Diesel,Manual,First,16,2523,7,"40,448","$4,914 "
Kochi,2016,Gasoline,Manual,First,20.7,1373,5,"40,347","$10,950 "
Mumbai,2015,Gasoline,Automatic,First,23.1,998,5,"40,337","$6,247 "
Kochi,2018,Gasoline,Manual,First,18.9,1197,5,"40,322","$7,721 "
Coimbatore,2017,Diesel,Automatic,First,14.2,1968,5,"40,318","$61,407 "
Delhi,2012,Gasoline,Manual,First,18.5,1198,5,"40,315","$3,861 "
Coimbatore,2016,Gasoline,Manual,First,18.6,1197,5,"40,310","$9,954 "
Kolkata,2013,Gasoline,Manual,First,18.5,1197,5,"40,300","$3,931 "
Hyderabad,2017,Diesel,Manual,First,16.5,1493,7,"40,279","$11,231 "
Jaipur,2017,Gasoline,Manual,First,17.2,1197,5,"40,250","$9,687 "
Mumbai,2014,Diesel,Manual,First,19,1461,5,"40,206","$10,136 "
Mumbai,2015,Gasoline,Manual,First,15,1598,5,"40,194","$7,792 "
Delhi,2016,Gasoline,Manual,First,18.1,1198,5,"40,190","$5,967 "
Kochi,2018,Diesel,Manual,Second,22.5,1396,5,"40,175","$8,929 "
Pune,2017,Diesel,Manual,First,19.7,1582,5,"40,158","$19,304 "
Coimbatore,2018,Diesel,Automatic,First,11.6,2987,5,"40,129","$99,396 "
Delhi,2013,Diesel,Automatic,First,14.8,2143,5,"40,100","$20,357 "
Kolkata,2015,Diesel,Manual,First,19.3,1248,5,"40,082","$6,683 "
Coimbatore,2016,Gasoline,Manual,First,21.1,1197,5,"40,052","$8,662 "
Kolkata,2014,Diesel,Manual,First,26,1498,5,"40,000","$6,247 "
Delhi,2017,Diesel,Manual,First,24.3,1248,5,"40,000","$11,091 "
Delhi,2017,Diesel,Manual,First,24.3,1248,5,"40,000","$11,021 "
Hyderabad,2017,Diesel,Manual,First,23,1248,5,"40,000","$7,370 "
Kolkata,2014,Diesel,Automatic,First,22.3,1582,5,"40,000","$7,370 "
Kolkata,2013,Diesel,Manual,First,21.6,1461,5,"40,000","$5,616 "
Chennai,2015,Diesel,Manual,First,20.8,1248,7,"40,000","$11,582 "
Chennai,2012,Diesel,Manual,First,20.8,1248,7,"40,000","$9,827 "
Kolkata,2014,Gasoline,Manual,First,20.5,998,5,"40,000","$3,496 "
Kolkata,2014,Diesel,Manual,First,20.5,1461,5,"40,000","$8,072 "
Ahmedabad,2015,Gasoline,Manual,First,20.4,1197,5,"40,000","$8,283 "
Kolkata,2009,Gasoline,Manual,First,20.4,1197,5,"40,000","$2,387 "
Pune,2018,Gasoline,Manual,First,20.1,1197,5,"40,000","$7,020 "
Kolkata,2013,Gasoline,Manual,First,19.1,1197,5,"40,000","$4,984 "
Kolkata,2012,Gasoline,Manual,First,18.9,998,5,"40,000","$3,299 "
Chennai,2006,Gasoline,Manual,First,18.9,998,5,"40,000","$2,808 "
Kolkata,2013,Gasoline,Manual,First,18,1198,5,"40,000","$4,563 "
Kolkata,2013,Gasoline,Manual,First,18,1198,5,"40,000","$4,071 "
Kolkata,2008,Gasoline,Manual,First,17.7,1497,5,"40,000","$2,808 "
Kolkata,2008,Gasoline,Manual,First,17.7,1497,5,"40,000","$2,527 "
Mumbai,2014,Diesel,Automatic,First,17.7,1968,5,"40,000","$32,220 "
Chennai,2015,Gasoline,Manual,First,17.6,1193,5,"40,000","$5,616 "
Mumbai,2014,Gasoline,Manual,First,17.6,1193,5,"40,000","$5,545 "
Delhi,2013,Gasoline,Manual,First,17.5,1298,5,"40,000","$5,967 "
Bangalore,2014,Diesel,Automatic,First,17.1,1968,5,"40,000","$31,588 "
Chennai,2014,Diesel,Automatic,First,17.1,1968,5,"40,000","$30,886 "
Kolkata,2014,Diesel,Automatic,First,17.1,1968,5,"40,000","$24,568 "
Ahmedabad,2013,Gasoline,Manual,First,17,1197,5,"40,000","$6,879 "
Kolkata,2014,Gasoline,Manual,First,16.8,1497,5,"40,000","$9,111 "
Jaipur,2017,Diesel,Manual,First,16,2179,7,"40,000","$22,322 "
Bangalore,2016,Gasoline,Manual,First,15.3,1591,5,"40,000","$16,145 "
Delhi,2016,Gasoline,Automatic,First,15,1991,5,"40,000","$34,396 "
Kolkata,2010,Gasoline,Manual,First,15,1368,5,"40,000","$1,895 "
Mumbai,2014,Gasoline,Manual,First,13.2,1598,5,"40,000","$7,370 "
Delhi,2014,Diesel,Automatic,First,13,2143,5,"40,000","$33,694 "
Delhi,2017,Diesel,Automatic,First,12.9,2755,7,"40,000","$42,117 "
Mumbai,2017,Diesel,Automatic,First,12.8,1999,7,"40,000","$58,262 "
Chennai,2016,Diesel,Automatic,First,11.4,2755,8,"40,000","$23,094 "
Delhi,2014,Gasoline,Automatic,First,10.5,1796,5,"40,000","$33,694 "
Mumbai,2014,CNG,Manual,Second,26.6,998,5,"40,000","$4,422 "
Delhi,2015,Diesel,Manual,Second,26.6,1248,5,"40,000","$6,318 "
Mumbai,2013,Diesel,Manual,Second,22.7,1582,5,"40,000","$9,757 "
Hyderabad,2013,Diesel,Automatic,Second,17.9,2967,4,"40,000","$63,176 "
Delhi,2015,Diesel,Manual,Second,13,2982,7,"40,000","$26,323 "
Pune,2009,Gasoline,Automatic,Second,12.1,1995,5,"40,000","$13,337 "
Mumbai,2011,Gasoline,Automatic,Second,11.7,1796,5,"40,000","$20,357 "
Chennai,2007,Gasoline,Manual,Third,13.8,1299,5,"40,000","$1,544 "
Kochi,2013,Diesel,Manual,First,20.8,1248,7,"39,929","$9,210 "
Hyderabad,2018,Diesel,Manual,First,12.6,2982,7,"39,927","$45,065 "
Coimbatore,2016,Gasoline,Automatic,First,19.2,1198,5,"39,882","$9,196 "
Mumbai,2013,Gasoline,Manual,First,17.8,1198,5,"39,879","$5,461 "
Kolkata,2015,Gasoline,Manual,First,19.1,1197,5,"39,871","$4,914 "
Jaipur,2017,Gasoline,Manual,First,22.5,998,5,"39,867","$6,318 "
Coimbatore,2018,Diesel,Manual,First,20.1,1498,5,"39,861","$10,361 "
Kochi,2016,Gasoline,Manual,First,18,1198,5,"39,854","$7,918 "
Kolkata,2010,Gasoline,Manual,First,16,1368,5,"39,852","$2,232 "
Mumbai,2015,Gasoline,Manual,First,15.4,1598,5,"39,822","$6,570 "
Pune,2017,Diesel,Manual,First,17.6,2179,7,"39,800","$20,006 "
Kolkata,2010,Gasoline,Manual,First,16,1198,5,"39,800","$2,794 "
Hyderabad,2014,Diesel,Manual,First,22.3,1582,5,"39,791","$10,515 "
Kolkata,2012,Diesel,Manual,First,23.2,1248,5,"39,772","$4,001 "
Coimbatore,2016,Diesel,Automatic,First,13,2143,5,"39,753","$49,530 "
Coimbatore,2016,Diesel,Automatic,First,17.1,1968,5,"39,644","$36,150 "
Coimbatore,2014,Diesel,Automatic,First,11.2,2993,4,"39,626","$57,083 "
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,"39,575","$4,563 "
Mumbai,2012,Gasoline,Manual,Second,18.4,1198,5,"39,566","$3,861 "
Kochi,2017,Diesel,Manual,First,25.3,1198,6,"39,528","$8,185 "
Bangalore,2010,Gasoline,Automatic,First,11.3,2360,5,"39,525","$12,986 "
Ahmedabad,2016,Diesel,Automatic,First,15,2143,5,"39,500","$41,415 "
Jaipur,2015,Diesel,Manual,First,28.4,1248,5,"39,437","$7,230 "
Kochi,2017,Gasoline,Automatic,First,18,1497,5,"39,430","$11,638 "
Coimbatore,2017,Gasoline,Manual,First,18.2,1196,5,"39,419","$6,949 "
Coimbatore,2015,Diesel,Manual,First,15.1,2179,7,"39,335","$17,731 "
Hyderabad,2010,Gasoline,Manual,First,18.2,998,5,"39,300","$3,159 "
Kolkata,2012,Diesel,Automatic,First,14.3,1968,5,"39,273","$9,813 "
Coimbatore,2016,Diesel,Automatic,First,17.1,1968,5,"39,237","$35,996 "
Coimbatore,2016,Gasoline,Manual,First,15.7,1368,5,"39,228","$9,238 "
Kochi,2015,Gasoline,Manual,First,17.6,1193,5,"39,208","$6,346 "
Kolkata,2014,Diesel,Manual,First,13.5,2477,7,"39,163","$20,637 "
Bangalore,2007,Diesel,Automatic,First,14.8,2143,5,"39,037","$12,986 "
Kochi,2018,Diesel,Manual,First,28.1,1248,5,"39,023","$13,309 "
Kolkata,2011,Diesel,Manual,First,23.1,1461,5,"39,010","$3,650 "
Kolkata,2011,Diesel,Manual,First,23.1,1461,5,"39,002","$4,001 "
Pune,2016,Diesel,Manual,First,26.6,1248,5,"39,000","$8,143 "
Kolkata,2015,Diesel,Manual,First,25.6,1498,5,"39,000","$7,707 "
Hyderabad,2017,Diesel,Manual,First,24.3,1248,5,"39,000","$13,323 "
Delhi,2017,Diesel,Manual,First,23,1498,5,"39,000","$11,863 "
Pune,2010,Diesel,Manual,First,22.1,1199,5,"39,000","$4,282 "
Mumbai,2016,Diesel,Automatic,First,20.4,1968,5,"39,000","$26,534 "
Mumbai,2011,Gasoline,Manual,First,20.4,1197,5,"39,000","$3,650 "
Chennai,2010,Diesel,Manual,First,20,1399,5,"39,000","$3,510 "
Hyderabad,2015,Diesel,Automatic,First,19.3,2143,5,"39,000","$47,733 "
Mumbai,2015,Gasoline,Manual,First,18.6,1197,5,"39,000","$7,721 "
Pune,2012,Gasoline,Manual,First,18.5,1197,5,"39,000","$3,861 "
Jaipur,2017,Diesel,Automatic,First,17.9,2143,5,"39,000","$37,905 "
Kolkata,2016,Gasoline,Manual,First,17.8,1497,5,"39,000","$9,757 "
Jaipur,2016,Diesel,Automatic,First,17.6,2179,7,"39,000","$18,953 "
Kolkata,2014,Gasoline,Manual,First,17.4,1497,5,"39,000","$8,774 "
Ahmedabad,2013,Gasoline,Manual,First,16.5,1198,5,"39,000","$5,265 "
Kolkata,2013,Gasoline,Automatic,First,15.6,1497,5,"39,000","$6,388 "
Mumbai,2014,Gasoline,Automatic,First,15.5,1198,5,"39,000","$6,247 "
Kolkata,2015,Gasoline,Manual,First,15,1598,5,"39,000","$5,602 "
Mumbai,2010,Diesel,Automatic,First,14.8,2143,5,"39,000","$13,337 "
Mumbai,2011,Gasoline,Manual,First,14,796,5,"39,000","$2,106 "
Mumbai,2016,Diesel,Automatic,First,11.2,2696,7,"39,000","$19,444 "
Bangalore,2015,Gasoline,Manual,Second,18.6,1197,5,"39,000","$8,845 "
Mumbai,2014,Gasoline,Automatic,Second,16.5,1198,5,"39,000","$4,900 "
Pune,2012,Gasoline,Automatic,Second,12.1,1995,5,"39,000","$21,059 "
Delhi,2014,Diesel,Automatic,First,12.7,2179,5,"38,999","$45,627 "
Kolkata,2013,Diesel,Automatic,First,16.1,1995,4,"38,998","$23,866 "
Coimbatore,2013,Diesel,Manual,First,19.3,1248,5,"38,995","$9,069 "
Pune,2014,Gasoline,Manual,First,22.5,998,5,"38,958","$4,787 "
Kochi,2017,Gasoline,Manual,First,19.1,1197,5,"38,932","$8,718 "
Coimbatore,2018,Gasoline,Automatic,First,21.4,1197,5,"38,852","$11,891 "
Mumbai,2012,Diesel,Manual,First,21.6,1461,5,"38,800","$5,686 "
Pune,2014,Gasoline,Manual,First,18.6,1199,5,"38,800","$4,001 "
Pune,2017,Diesel,Manual,First,19.7,1582,5,"38,767","$17,689 "
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,"38,755","$4,492 "
Kochi,2016,Gasoline,Manual,First,19.4,1198,5,"38,735","$6,907 "
Coimbatore,2016,Diesel,Automatic,First,14.2,2143,5,"38,730","$42,089 "
Coimbatore,2017,Gasoline,Manual,First,18.9,1197,5,"38,712","$8,241 "
Kochi,2017,Gasoline,Manual,First,17.8,1497,5,"38,691","$10,782 "
Kochi,2017,Diesel,Manual,First,13.5,2198,7,"38,681","$33,497 "
Bangalore,2013,Gasoline,Manual,First,19.1,1197,5,"38,623","$7,020 "
Coimbatore,2013,Gasoline,Manual,First,17.4,1497,5,"38,622","$8,788 "
Kochi,2017,Gasoline,Manual,Second,17.8,1497,5,"38,607","$11,049 "
Kochi,2018,Gasoline,Manual,First,18.7,1199,5,"38,593","$8,662 "
Kochi,2016,Diesel,Automatic,First,17,1582,5,"38,593","$18,574 "
Kolkata,2014,Diesel,Manual,First,23.4,1248,5,"38,578","$5,559 "
Delhi,2016,Diesel,Manual,Second,28.1,1248,5,"38,500","$11,021 "
Kochi,2015,Diesel,Automatic,First,12.7,2993,5,"38,467","$99,200 "
Coimbatore,2016,Diesel,Manual,First,26.6,1248,5,"38,461","$10,375 "
Kolkata,2010,Gasoline,Manual,First,17,1497,5,"38,446","$3,636 "
Kochi,2017,Diesel,Manual,First,24.3,1248,5,"38,426","$12,818 "
Kochi,2017,Gasoline,Manual,First,17.8,1497,5,"38,424","$10,543 "
Kochi,2018,Gasoline,Manual,First,21.6,1462,5,"38,394","$12,888 "
Coimbatore,2018,Diesel,Manual,First,20.7,1248,5,"38,310","$9,392 "
Jaipur,2017,Diesel,Manual,First,28.1,1248,5,"38,282","$11,933 "
Kolkata,2011,Diesel,Manual,First,21.9,1396,5,"38,277","$3,369 "
Coimbatore,2017,Gasoline,Manual,First,15.3,1591,5,"38,271","$17,591 "
Mumbai,2008,Gasoline,Manual,First,20.4,1197,5,"38,235","$2,738 "
Coimbatore,2012,Gasoline,Manual,Second,18.5,1197,5,"38,214","$5,686 "
Coimbatore,2018,Gasoline,Automatic,Second,22.5,999,5,"38,171","$7,005 "
Kochi,2019,Diesel,Automatic,First,17.1,1968,5,"38,163","$46,202 "
Mumbai,2016,Diesel,Manual,First,28.1,1248,5,"38,151","$10,740 "
Kochi,2016,Diesel,Manual,First,22.9,1248,5,"38,143","$7,328 "
Kolkata,2010,Gasoline,Manual,First,19.7,796,5,"38,127","$2,176 "
Kolkata,2012,Diesel,Manual,First,20.8,1248,7,"38,092","$7,300 "
Coimbatore,2017,Diesel,Manual,First,23.9,1582,5,"38,056","$15,022 "
Coimbatore,2017,Gasoline,Manual,First,15.1,1196,5,"38,053","$5,489 "
Pune,2016,Gasoline,Automatic,First,23.1,998,5,"38,009","$5,967 "
Kolkata,2011,Gasoline,Manual,First,20.4,1197,5,"38,002","$3,018 "
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,"38,001","$5,475 "
Kolkata,2010,Gasoline,Automatic,First,12.3,1781,5,"38,001","$11,933 "
Mumbai,2016,Diesel,Manual,First,27.3,1498,5,"38,000","$8,718 "
Chennai,2016,Diesel,Manual,First,25.2,1248,5,"38,000","$8,353 "
Kolkata,2012,Diesel,Manual,First,24.8,1396,5,"38,000","$5,756 "
Ahmedabad,2018,Diesel,Manual,First,24.5,1248,7,"38,000","$12,214 "
Pune,2017,Diesel,Manual,First,24.3,1248,5,"38,000","$11,217 "
Pune,2017,Gasoline,Manual,First,22.7,796,5,"38,000","$4,366 "
Mumbai,2016,Diesel,Manual,First,22.7,1598,5,"38,000","$11,021 "
Mumbai,2016,Diesel,Automatic,First,22.7,1995,5,"38,000","$33,680 "
Jaipur,2015,Gasoline,Manual,First,21.1,814,5,"38,000","$3,861 "
Pune,2012,Gasoline,Manual,First,19.7,796,5,"38,000","$3,159 "
Kolkata,2008,Gasoline,Manual,First,19.7,796,5,"38,000","$1,544 "
Mumbai,2013,Diesel,Automatic,First,18.9,1995,5,"38,000","$27,376 "
